network,code,province,location,digitizer_type,UPT,longitude,latitude
IA,SKSI,Aceh,"Sukakarya,Kota-Sabang",Nanometrics-Centaur-2019-GSM,Stageof-Aceh-Besar,95.302368,5.8241
IA,SKSM,Jambi,"Siulak-Mukai,Kerinci",Nanometrics-Centaur-2019-GSM,Stageof-Kepahiang,101.35,-1.9461
IA,SLBFM,NTB,Sekotong-Tengah,Kinemetric-QuanteraQ330s+-2020-VSATPSN,Stageof-Mataram,115.9336,-8.7956
IA,SLSI,Jambi,Sarolangun,Guralp-Minimus-2021-GSM,Stageof-Kepahiang,102.5927,-2.3924
IA,SLSM,SumateraBarat,"Sungai-Lasi,Solok",Nanometrics-Centaur-2019-GSM,Stageof-Padang-Panjang,100.6533,0.8311
IA,SMKI,KalimantanTimur,Samarinda,Guralp-Minimus+2021-GSM,Stageof-Balikpapan,117.2085,-0.4461
IA,SMPI,Papua,Sarmi,Nanometrics-Centaur6-2019-Libra,BBMKG-V-Jayapura,138.71,-1.99
IA,SMRI,JawaTengah,Semarang,Kinemetric-Q330S+2020-GSM,Stageof-Banjarnegara,110.4408,-7.0491
IA,SMSI,Gorontalo,"Sumalata,Gorontalo",Nanometrics-Centaur6-2020-GSM,Stageof-Gorontalo,122.3654,0.9885
IA,SMSM,SumateraBarat,"Simpati,Pasaman",Nanometrics-Centaur-2019-GSM,Stageof-Padang-Panjang,100.1707,0.0064
IA,SNBI,SumateraUtara,"Sirombu,Nias-Barat",Nanometrics-Centaur-2019-GSM,Stageof-Gunung-Sitoli,97.4651,0.932
IA,SNJI,JawaTimur,Sawahan,Meisei-G1019-2018-Idirect,Stageof-Nganjuk,111.7591,-7.7808
IA,SNSI,Aceh,"Sinabang,Aceh",Guralp-Minimus+2021-GSM,Stageof-Aceh-Selatan,96.3267,2.4089
IA,SOEI,NTT,Soei,Kinemetrics-Q330-2016-Idirect,Stageof-Kupang,124.2672,-9.7553
IA,SOMPI,Papua,"Sota,Merauke",Quantera-Q8-2023-Idirect,Stageof-Angkasa,141.007,-8.431
IA,SPSJM,JawaBarat,Serang-Panjang,Kinemetrics-Q330S+2020-GSM,Stageof-Bandung,107.6137,-6.6667
IA,SPSM,SumateraUtara,"Sitellu-Tali-UrangJulu,Pakpak-Bharat",Nanometrics-Centaur-2019-Libra,Stageof-Aceh-Selatan,98.3737,2.516
IA,SRBI,Bali,Singaraja,Guralp-Minimus+2021-GSM,Stageof-Denpasar,115.2126,-8.0848
IA,SRMI,Maluku,"Seram-Utara,MalukuTengah",Nanometrics-Centaur-2019-GSM,Stageof-Ambon,129.1818,-2.9415
IA,SRPI,Papua,Serui,Nanometrics-Centaur6-2019-GSM,BBMKG-V-Jayapura,136.24,-1.8755
IA,SRSI,SulawesiSelatan,Sorowako,Nanometrics-Centaur6-2017-GSM,BBMKG-IV-Makassar,120.87,-2.5315
IA,SSASI,Aceh,"Simeulue Barat,Simeulue",Quantera-Q8-2023-Idirect,Stageof-Aceh-Selatan,95.925,2.83
IA,SSJM,JawaBarat,"Sukaraja,Sukabumi",Nanometrics-Centaur-2019-GSM,Stageof-Sukabumi,106.9626,-6.8872
IA,SSKI,KalimantanBarat,Singkawang,Nanometrics-Centaur6-2017-GSM,Stageof-Sleman,108.96,0.8178
IA,SSMI,Maluku,"Siritaun-WidaTimur,Seram-Bagian-Timur",Nanometrics-Centaur-2019-Libra,Stageof-Ambon,130.8287,-3.7367
IA,SSSI,Aceh,Subulussalam,Meisei-G1019-2018-Idirect,Stageof-Aceh-Selatan,97.9707,2.6748
IA,SSSM,SumateraBarat,"Sangir,Solok-Selatan",Nanometrics-Centaur-2019-GSM,Stageof-Padang-Panjang,101.2375,-1.5642
IA,STKI,KalimantanBarat,"Sintang,Sintang",Guralp-Minimus+2024-Idirect,Stageof-Balikpapan,111.4772,0.06562
IA,STSI,SumateraBarat,"Silaut,Pesisir-Selatan",Kinemetrics-Q330S-2019-GSM,Stageof-Padang-Panjang,101.04783,-2.38874
IA,SUPJI,Banten,"Sumur,Pandeglang",Quantera-Q8-2023-Idirect,Stageof-Tangerang,105.515,-6.796
IA,SUSM,Lampung,"Sekincau,Lampung-Barat",Nanometrics-Centaur-2019-GSM,Stageof-Lampung-Utara,104.2945,-5.0212
IA,SUSPI,Papua,"SupioriTimur,Supiori",Quantera-Q8-2023-Idirect,Stageof-Angkasa,135.734,-0.732
IA,SWCM,SulawesiSelatan,"Sabbang-Paru,Wajo",Nanometrics-Centaur-2019-GSM,Stageof-Gowa,120.0109,-4.2145
IA,SWI,PapuaBarat,Sorong,Guralp-Minimus+2021-Idirect,Stageof-Sorong,131.2592,-0.8628
IA,SWJI,JawaTimur,Sawahan,Guralp-Minimus+2021-GSM,Stageof-Nganjuk,111.7669,-7.7349
IA,SWPM,PapuaBarat,"Sidey,Manokwari",Kinemetrics-Q330S+2020-GSM,Stageof-Nabire,133.5948,-0.8036
IA,SYJI,Yogyakarta,"Candi-Abang,Berbah,Sleman",Guralp-Minimus+2021-GSM,Stageof-Sleman,110.47111,-7.811574
IA,TAGJI,DIY,"Tanjungsari,Gunungkidul",Quantera-Q8-2023-Idirect,Stageof-Sleman,110.585,-8.077
IA,TAMI,Maluku,"Teluk-Ambon,KotaAmbon",Nanometrics-Centaur-2019-Libra,Stageof-Ambon,128.1108,-3.6764
IA,TAPSI,SulawesiBarat,"Tapango,PolewaliMandar",Quantera-Q8-2023-Idirect,Stageof-Gowa,119.249,-3.322
IA,TARAI,KalimantanUtara,Tarakan,Meisei-G1019-2018-GSM,Stageof-Balikpapan,117.5704,3.3271
IA,TASI,SumateraBarat,"Tanjung-Raya,Agam",Nanometrics-Centaur-2019-GSM,Stageof-Padang-Panjang,100.2246,-0.2991
IA,TASSI,SulawesiUtara,Tagulandang SiauTagulandangBiaro,Quantera-Q8-2023-Idirect,Stageof-Manado,125.386,2.347
IA,TBCM,SulawesiSelatan,"Tonra,Bone",Nanometrics-Centaur-2019-GSM,Stageof-Gowa,120.2824,-4.9118
IA,TBJI,JawaTimur,Tambak-Boyo,Nanometrics-Centaur-2017-GSM,Stageof-Pasuruan,111.8481,-6.8179
IA,TBJKI,KalimantanSelatan,"Jaro,Tabalong",Guralp-Minimus+2023-Idirect,Stageof-Balikpapan,115.624908,-1.847503
IA,TBKI,KalimantanTimur,"Teluk-Bayur,Berau",Nanometrics-Centaur-2019-GSM,Stageof-Balikpapan,117.4242,2.136
IA,TBMCM,SulawesiUtara,"Tutuyan,BolaangTimur,Mongondow",kinemetrics-Q330S+2020-GSM,Stageof-Manado,124.5902,0.714
IA,TBMUI,MalukuUtara,"TaliabuBarat,PulauTaliabu",Quantera-Q8-2023-Idirect,Stageof-Ternate,124.344,-1.9
IA,TDNI,SumateraUtara,"Teluk-Dalam,Pulau-Nias",Nanometrics-Centaur6-2017-GSM,Stageof-Gunung-Sitoli,97.815,0.5792
IA,TEBBI,Bali,"Tejakula,Buleleng",Guralp-Minimus+2023-Idirect,Stageof-Denpasar,115.373344,-8.151183
IA,TGCM,Gorontalo,"Telaga,Gorontalo",Nanometrics-Centaur-2019-GSM,Stageof-Gorontalo,123.0772,0.5199
IA,TIKSI,SulawesiTenggara,"Tinondo, Kolaka Timur,",Quantera-Q8-2023-Idirect,Stageof-Kendari,121.866,-3.977
IA,TIPSI,SulawesiTengah,"Tinombo, Parigi Moutong,",Quantera-Q8-2023-Idirect,Stageof-Palu,120.419,0.489
IA,TKSM,SumateraUtara,"Tiganderket,Karo",Nanometrics-Centaur-2019-Libra,Stageof-Deli-Serdang,98.3244,3.1374
IA,TLCM,SulawesiSelatan,"Tomoni,Luwu-Timur",Nanometrics-Centaur-2019-GSM,BBMKG-Wil-IV-Makassar,120.772,-2.495
IA,TLE2,Maluku,"Tual,Kai",Meisei-G1019-2018-Idirect,Stageof-Maluku-Tenggara-Barat,132.7497,-5.6373
IA,TMSI,SulawesiUtara,Tondano,Nanometrics-Centaur-2023-GSM,Stageof-Manado,124.92,1.2948
IA,TMSM,Bengkulu,"Teramang-Jaya,Mukomuko",Nanometrics-Centaur-2019-Libra,Stageof-Kepahiang,101.446276,-2.699658
IA,TMTMM,Maluku,"Tehoru,MalukuTengah",Kinemetrics-Q330S+2020-Idirect,Stageof-Ambon,129.5305,-3.298
IA,TNGI,Banten,Tangerang,Guralp-Minimus+2024-GSM,Stageof-Tangerang,106.647,-6.172
IA,TNSJI,JawaTengah,"Tuntang,Semarang",Guralp-Minimus+2024-Idirect,Stageof-Banjarnegara,110.4663,-7.29802
IA,TNTI,MalukuUtara,Ternate,Kinemetrics-Q330-2007-GSM,Stageof-Ternate,127.3669,0.7721
IA,TOBSI,SulawesiTengah,"Toili,Banggai",Quantera-Q8-2023-Idirect,Stageof-Palu,122.25,-1.446
IA,TOCM,SulawesiSelatan,"Towuti,Luwu-Timur",Nanometrics-Centaur-2019-Libra,BBMKG-Wil-IV-Makassar,121.399,-2.648
IA,TOJI,JawaBarat,"Tomo,Sumedang",Kinemetrics-Q330S+2019-GSM,Stageof-Bandung,108.1344,-6.7621
IA,TOLI2,SulawesiTengah,Tolitoli,Kinemetrics-Q330-2011-Idirect,Stageof-Palu,120.7945,1.1214
IA,TOTSI,SulawesiTengah,"Tojo,TojoUna-Una",Quantera-Q8-2023-Idirect,Stageof-Palu,121.284,-1.153
IA,TPCI,SulawesiTengah,"Taopa,Parigi-Moutong",Nanometrics-Centaur-2019-GSM,Stageof--Palu,121.0993,0.4674
IA,TPI,BangkaBelitung,"Tanjung-Pandan,Belitung",Meisei-G1019-2018-GSM,Stageof-Tangerang,107.6534,-2.7564
IA,TPRI,KepulauanRiau,Tanjung-Pinang,Nanometrics-Centaur-2019-GSM,Stageof-Deli-Serdang,104.32,0.92
IA,TPSI,Aceh,"Tangse,Pidie",Nanometrics-Centaur-2019-GSM,Stageof-Aceh-Besar,95.9487,4.9908
IA,TPTI,Aceh,Tapak-Tuan,Rsensor-NDAS-8426-2024-Idirect,Stageof-Aceh-Selatan,97.1774,3.2618
IA,TRIYO,SumateraBarat,"Sipora-Selatan,Kep.-Mentawai",Kinemetrics-Q330S+2020-Idirect,Stageof-Padang-Panjang,99.5831,-2.0602
IA,TRPI,Papua,Tanah-Merah,Nanometrics-Centaur6-2020-GSM,Balai-V-Jayapura,140.300157,-6.0989
IA,TRSI,SumateraUtara,"Tarutung,TapanuliUtara",Guralp-Minimus+2024-Idirect,Stageof-Deli-Serdang,98.9595,2.02556
IA,TSBJI,JawaBarat,"TanjungSari,Bogor",Guralp-Minimus+2024-Idirect,Stageof-Bandung,107.1492,-6.60538
IA,TSI,SumateraUtara,Tuntungan,Nanometrics-Centaur-2021-Idirect,Stageof-Deli-Serdang,98.5645,3.5012
IA,TSJM,JawaBarat,"Tanjungsiang,Subang",Nanometrics-Centaur-2019-GSM,Stageof-Bandung,107.8109,-6.7319
IA,TSNI,NTB,Tarano,Guralp-Minimus+2021-Idirect,Stageof-Mataram,118.250099,-8.715111
IA,TSPI,PapuaBarat,"Teminabuan,Sorong-Selatan",Nanometrics-Centaur-2019-Libra,Stageof-Sorong,132.0898,-1.4733
IA,TTPSI,SulawesiSelatan,"Tondong-Talasa,Pangkep",Nanometrics-Centaur-2022-Idirect,Stageof-Gowa,119.761719,-4.818388
IA,TTSI,SulawesiSelatan,Tana-Toraja,Nanometrics-Centaur6-2020-GSM,Stageof-Gowa,119.819,-3.0451
IA,TTSM,SumateraUtara,"Tano-Tombangan-Angkola,TapanuliSelatan",Nanometrics-Centaur-2019-Libra,Stageof-Gunung-Sitoli,99.4106,1.0855
IA,TTSMI,Maluku,"TaniwelTimur,SeramBagianBarat",Quantera-Q8-2023-Idirect,Stageof-Ambon,128.727,-2.864
IA,TUBJI,JawaBarat,"TambunUtara,Bekasi",Guralp-Minimus+2024-Idirect,Stageof-Bandung,107.0502,-6.18812
IA,TUJI,JawaTimur,"Tumpakrejo,Jember",Kinemetrics-Q330S+2019-GSM,Stageof-Malang,113.7322,-8.4018
IA,TWSI,NusaTenggaraBarat,"Taliwang,SumbawaBarat",Guralp-Minimus+2024-Idirect,Stageof-Mataram,116.8821,-8.73822
IA,UBSI,Bengkulu,"MuaraBangkaHulu,Bengkulu",Guralp-Minimus+2024-Idirect,Stageof-Kepahiang,102.2714,-3.76103
IA,UGM,Yogyakarta,Wanagama,Kinemetrics-Q330-2006-GSM,Stageof-Sleman,110.5219,-7.9125
IA,UKCM,SulawesiTenggara,Unaaha,Kinemetrics-Q330S+2020-Idirect,Stageof-Kendari,122.236,-3.5125
IA,ULMSI,SulawesiBarat,"Ulumanda,Majene",Guralp-Minimus+2023-Idirect,Stageof-Gowa,118.874557,-3.052255
IA,ULSM,SumateraSelatan,"Ulu-Musi,Empat-Lawang",Nanometrics-Centaur-2019-GSM,Stageof-Lampung-Utara,102.7985,-3.7596
IA,UMKSI,Bengkulu,"Ujan Mas,Kepahiang",Quantera-Q8-2023-Idirect,Stageof-Kepahiang,102.548,-3.59
IA,UMSSI,NusaTenggaraTimur,"Umalulu,SumbaTimur",Quantera-Q8-2023-Idirect,Stageof-Kupang,120.661,-9.897
IA,USFM,NTB,Utan,Kinemetrics-Q330S+2020-Idirect,Stageof-Mataram,117.1411,-8.412
IA,USTI,NTT,"Umbu-RatuNggay,Sumba-Tengah",Nanometrics-Centaur-2019-GSM,Stageof-Sumbawa-Timur,119.7878,-9.6543
IA,UTSI,Lampung,"Ulu-Belu,Tanggamus",Kinemetrics-Q330S+2019-GSM,Stageof-Lampung-Utara,104.55095,-5.31257
IA,UTSM,Bengkulu,"Ulu-Talo,Seluma",Nanometrics-Centaur-2019-VSATPSN,Stageof-Kepahiang,102.72849,-4.08339
IA,UTUSI,SulawesiTengah,"Una-Una,Tojo-Una-Una",Nanometrics-Centaur-2022-Idirect,Stageof-Palu,121.860561,-0.427364
IA,UWJI,JawaTengah,Ujung-Watu,Nanometrics-Centaur6-2020-GSM,Stageof-Banjarnegara,110.9474,-6.4191
IA,UWNPI,Papua,"Uwapa,Nabire",Quantera-Q8-2023-Idirect,Stageof-Angkasa,135.587,-3.479
IA,WAMI,Papua,Wamena,Meisei-G1019-2018-Idirect,Balai-V-Jayapura,138.95,-4.0959
IA,WANPI,Papua,"Wanggar,Nabire",Quantera-Q8-2023-Idirect,Stageof-Angkasa,135.376,-3.421
IA,WBMI,MalukuUtara,"Weda-Barat,HalmaheraTengah",Nanometrics-Centaur6-2019-GSM,Stageof-Ternate,127.854,0.3275
IA,WBNI,NTB,"Wera,Bima",Guralp-Minimus+2021-GSM,Stageof-Mataram,118.913689,-8.304
IA,WBSI,NTT,"Waikabubak,Sumba",Guralp-Minimus+2021-Idirect,Stageof-Sumbawa-Timur,119.3911,-9.6411
IA,WEFM,NTT,"Wewaria,Ende",Kinemetrics-Q330S+2020-GSM,Stageof-Kupang,121.7179,-8.607
IA,WFTFM,NTT,"Wulanggitang,FloresTimur",Kinemetric-Q330S+2020-GSM,Stageof-Kupang,122.7104,-8.5247
IA,WGJM,JawaTimur,"Wringianom,Gresik",Nanometrics-Centaur-2019-GSM,Stageof-Pasuruan,112.5098,-7.3833
IA,WHMI,MalukuUtara,"Wasile,Halmahera-Timur",Nanometrics-Centaur-2019-GSM,Stageof-Ternate,128.132,1.0825
IA,WKCM,SulawesiTenggara,Wolo,Kinemetrics-Q330S+2020-GSM,Stageof-Kendari,121.1757,-3.493
IA,WLFM,NTT,"Wulandoni,Lembata",Kinemetrics-Q330S+2020-GSM,Stageof-Kupang,123.45,-8.5311
IA,WLJI,Banten,"Wonosalam,Lebak",Kinemetrics-Q330S+2019-GSM,Stageof-Tangerang,105.8909467,-6.8310983
IA,WLTFM,NTB,Wanasaba,Kinemetrics-Q330S+2020-GSM,Stageof-Mataram,116.5408,-8.5182
IA,WMCM,SulawesiTengah,"Wita-Ponda,Morowali",Nanometrics-Centaur-2019-Libra,Stageof-Palu,121.622,-2.2162
IA,WOJI,JawaTengah,Wonogiri,Nanometrics-Centaur-2023-GSM,Stageof-Banjarnegara,110.9236,-7.8372
IA,WRJI,JawaTimur,"Curahdami,Bondowoso",Kinemetrics-Q330S+2019-GSM,Stageof-Malang,113.74565,-7.81129
IA,WSHHI,MalukuUtara,"MabaSelatan,HalmaheraTimur",Quantera-Q8-2023-Idirect,Stageof-Ternate,127.813,0.764
IA,WSI,NTT,Stageof-Sumbawa-Timur,Meisei-G1019-2006-Idirect,Stageof-Sumbawa-Timur,120.2977,-9.669
IA,WSJM,JawaBarat,"Warungkiara,Sukabumi",Nanometrics-Centaur-2019-GSM,Stageof-Sukabumi,106.7249,-6.9748
IA,WSTMM,Maluku,Werinama,Kinemetrics-Q330S+2020-GSM,Stageof-Ambon,129.995,-3.453
IA,WTKSI,SulawesiTenggara,"WawoniiTimurLaut,KonaweKepulauan",Quantera-Q8-2023-Idirect,Stageof-Kendari,123.22,-4.03
IA,WUPCM,SulawesiSelatan,Wara-Utara,Kinemetrics-Q330S+2020-GSM,Stageof-Gowa,120.193,-3.0065
IA,WWCI,SulawesiTenggara,"Wangi-wangi,Wakatobi",Nanometrics-Centaur-2019-GSM,Stageof-Kendari,123.5251,-5.2724
IA,WWPI,Papua,"Waropen-Bawah,Waropen",Nanometrics-Centaur-2019-GSM,Balai-V-Jayapura,136.3773,-2.313
IA,YBYPI,Papua,"YapenBarat,KepulauanYapen",Quantera-Q8-2023-Idirect,Stageof-Angkasa,136.063,-1.831
IA,YOGI,Yogyakarta,Stageof-Sleman,Nanometrics-Centaur-2024-GSM,Stageof-Sleman,110.295,-7.8166
II,KAPI,SulawesiSelatan,Kappang,Kinemetrics-Q330HR-2010-Internet-CTBTO,Stageof-Gowa,119.7517,-5.0142
